RID,Title,Organization
NFPA 77,(2024; ERTA 1 2023) Recommended Practice on Static Electricity,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 79,(2015) Electrical Standard for Industrial Machinery,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 80,(2025; TIA 24-1) Standard for Fire Doors and Other Opening Protectives,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 80A,(2022) Recommended Practice for Protection of Buildings from Exterior Fire Exposures,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 82,(2024) Standard on Incinerators and Waste and Linen Handling Systems and Equipment,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 85,(2023) Boiler and Combustion Systems Hazards Code,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 86,(2023) Standard for Ovens and Furnaces,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 90A,(2024) Standard for the Installation of Air Conditioning and Ventilating Systems,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 90B,(2024) Standard for the Installation of Warm Air Heating and Air Conditioning Systems,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 91,"(2020) Standard for Exhaust Systems for Air Conveying of Vapors, Gases, Mists and Noncombustible Particulate Solids",NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 96,(2024) Standard for Ventilation Control and Fire Protection of Commercial Cooking Operations,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 99,(2024) Health Care Facilities Code,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 101,(2024) Life Safety Code,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 105,(2025) Standard for Smoke Door Assemblies and Other Opening Protectives,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 110,(2025) Standard for Emergency and Standby Power Systems,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 111,(2025) Standard on Stored Electrical Energy Emergency and Standby Power Systems,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 170,(2024; ERTA 1 2023) Standard for Fire Safety and Emergency Symbols,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 211,"(2019) Standard for Chimneys, Fireplaces, Vents, and Solid Fuel-Burning Appliances",NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 214,(2021) Standard on Water-Cooling Towers,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 220,(2024) Standard on Types of Building Construction,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 241,"(2022) Standard for Safeguarding Construction, Alteration, and Demolition Operations",NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 251,(2006) Standard Methods of Tests of Fire Resistance of Building Construction and Materials,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 252,(2022) Standard Methods of Fire Tests of Door Assemblies,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 253,(2011) Standard Method of Test for Critical Radiant Flux of Floor Covering Systems Using a Radiant Heat Energy Source,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 257,(2022) Standard on Fire Test for Window and Glass Block Assemblies,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 260,(2013) Standard Methods of Tests and Classification System for Cigarette Ignition Resistance of Components of Upholstered Furniture,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 262,(2023) Standard Method of Test for Flame Travel and Smoke of Wires and Cables for Use in Air-Handling Spaces,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 265,(2023; ERTA 1 2023) Standard Methods of Fire Tests for Evaluating Room Fire Growth Contribution of Textile or Expanded Vinyl Wall Coverings on Full Height Panels and Walls,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 268,(2022) Standard Test Method for Determining Ignitability of Exterior Wall Assemblies Using a Radiant Heat Energy Source,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 275,(2022) Standard Method of Fire Tests for the Evaluation of Thermal Barriers,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 285,(2023) Standard Fire Test Method for Evaluation of Fire Propagation Characteristics of Exterior Wall Assemblies Containing Combustible Components,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 286,(2024) Standard Methods of Fire Tests for Evaluating Contribution of Wall and Ceiling Interior Finish to Room Fire Growth,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 288,(2017) Standard Methods of Fire Tests of Horizontal Fire Door Assemblies Installed in Horizontal Fire Resistance-Rated Assemblies,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 291,(2025) Recommended Practice for Fire Flow Testing and Marking of Hydrants,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 303,(2021) Fire Protection Standards for Marinas and Boatyards,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 306,(2024) Standard for the Control of Gas Hazards on Vessels,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 326,"(2015) Standard for Safeguarding of Tanks and Containers for Entry, Cleaning, or Repair",NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 329,(2025) Recommended Practice for Handling Releases of Flammable and Combustible Liquids and Gases,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 385,(2022) Standard for Tank Vehicles for Flammable and Combustible Liquids,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 407,(2022; TIA 24-2) Standard for Aircraft Fuel Servicing,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 409,(2022) Standard on Aircraft Hangars,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 418,(2024) Standard for Heliports,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 495,(2018) Explosives Materials Code,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 496,(2024) Standard for Purged and Pressurized Enclosures for Electrical Equipment,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 505,"(2024) Fire Safety Standard for Powered Industrial Trucks Including Type Designations, Areas of Use, Conversions, Maintenance, and Operations",NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 664,(2020) Standard for the Prevention of Fires and Explosions in Wood Processing and Woodworking Facilities,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 701,(2023; ERTA 1 2023) Standard Methods of Fire Tests for Flame Propagation of Textiles and Films,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 704,(2022) Standard System for the Identification of the Hazards of Materials for Emergency Response,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 780,(2023) Standard for the Installation of Lightning Protection Systems,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 820,(2016) Standard for Fire Protection in Wastewater Treatment and Collection Facilities,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 1221,"(2019; TIA 21-1) Standard for the Installation, Maintenance and Use of Emergency Services Communications Systems",NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 1225,(2025) Standard for Emergency Services Communications,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 1961,(2020) Standard on Fire Hose,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 1963,(2019) Standard for Fire Hose Connections,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
NFPA 2001,(2025) Standard on Clean Agent Fire Extinguishing Systems,NATIONAL FIRE PROTECTION ASSOCIATION (NFPA)
ANSI/NFLPA T3.12.3,(1992; Rev 2) Pneumatic Fluid Power - Pressure Regulator - Industrial Type,NATIONAL FLUID POWER ASSOCIATION (NFLPA)
ANSI/NFLPA T3.16.2,(1997; Rev 1; Reapproved 2005) Hydraulic Fluid Power - Design for Nonintegral Industrial Reservoirs,NATIONAL FLUID POWER ASSOCIATION (NFLPA)
NFLPA T2.13.1,(2007; 5th Ed) Recommended Practice – Hydraulic Fluid Power – Use Of Fire Resistant Fluids In Industrial Systems,NATIONAL FLUID POWER ASSOCIATION (NFLPA)
NFLPA T3.5.1,"(2002; R 2024) Hydraulic Fluid Power - Valves, Mounting Surfaces",NATIONAL FLUID POWER ASSOCIATION (NFLPA)
NHLA Rules,(2023) Rules for the Measurement &amp; Inspection of Hardwood &amp; Cypress,NATIONAL HARDWOOD LUMBER ASSOCIATION (NHLA)
NICET 1014-7,(2012) Program Detail Manual for Certification in the Field of Fire Protection Engineering Technology (Field Code 003) Subfield of Automatic Sprinkler System Layout,NATIONAL INSTITUTE FOR CERTIFICATION IN ENGINEERING TECHNOLOGIES (NICET)
NIOSH 81-123,"(1981) Occupational Health Guideline for Chemical Hazards, (Vols. I, II, and III)",NATIONAL INSTITUTE FOR OCCUPATIONAL SAFETY AND HEALTH (NIOSH)
NIOSH 85-115,(1985) Occupational Safety and Health Guidance Manual for Hazardous Waste Site Activities,NATIONAL INSTITUTE FOR OCCUPATIONAL SAFETY AND HEALTH (NIOSH)
NIOSH 99-109,(Latest) Certified Equipment List,NATIONAL INSTITUTE FOR OCCUPATIONAL SAFETY AND HEALTH (NIOSH)
NIOSH 2003-154,(2003; 4th Ed; Supple 3) NIOSH Manual of Analytical Methods,NATIONAL INSTITUTE FOR OCCUPATIONAL SAFETY AND HEALTH (NIOSH)
NIOSH NMAM,(2016; 5th Ed) NIOSH Manual of Analytical Methods,NATIONAL INSTITUTE FOR OCCUPATIONAL SAFETY AND HEALTH (NIOSH)
NBIMS-US,(V3) National BIM Standard - United States,NATIONAL INSTITUTE OF BUILDING SCIENCES (NIBS)
NCS,(V6) United States National CAD Standard,NATIONAL INSTITUTE OF BUILDING SCIENCES (NIBS)
NIJ Std 0108.01,(1985) Ballistic Resistant Protective Materials,NATIONAL INSTITUTE OF JUSTICE (NIJ)
NIST FIPS 140-2,(2001) Security Requirements for Cryptographic Modules,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY (NIST)
NIST FIPS 197,(2001) Advance Encryption Standard,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY (NIST)
NIST FIPS 201-2,(2013) Personal Identity Verification (PIV) of Federal Employees and Contractors,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY (NIST)
NIST HB 44,"(2018) Specifications, Tolerances, and Other Technical Requirements for Weighing and Measuring Devices",NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY (NIST)
NIST HB 135,(1995; Annual Suppl 2010) Life Cycle Costing Manual for the Federal Energy Management Program,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY (NIST)
NIST PS 1,"(2009) DOC Voluntary Product Standard PS 1-07, Structural Plywood",NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY (NIST)
NIST SP 250,(1991) Calibration Services Users Guide,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY (NIST)
NIST SP 800-82,(2015; Rev 2) Guide to Industrial Control Systems (ICS) Security,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY (NIST)
NIST SP 800-116,(2018; Rev 1) Guidelines for the Use of PIV Credentials in Facility Access,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY (NIST)
NLA BUL 326,(2004) Lime-Treated Soil Construction Manual: Lime Stabilization and Lime Modification,NATIONAL LIME ASSOCIATION (NLA)
NPS Hist Prop,"(2017) National Standards for the Treatment of Historic Properties with Guidelines for Preserving, Rehabilitating, Restoring, and Reconstructing Historic Buildings",NATIONAL PARK SERVICE (NPS)
NPS TPS Brief 1,(2000) Assessing Cleaning and Water-Repellent Treatments for Historic Masonry Buildings,NATIONAL PARK SERVICE (NPS)
NPS TPS Brief 2,(1998) Repointing Mortar Joints in Historic Masonry Buildings,NATIONAL PARK SERVICE (NPS)
NPCA QC Manual,(2017) Quality Control Manual for Precast and Prestressed Concrete Plants,NATIONAL PRECAST CONCRETE ASSOCIATION (NPCA)
NRMCA CPMB 100,(2000; R 2006) Concrete Plant Standards,NATIONAL READY MIXED CONCRETE ASSOCIATION (NRMCA)
NRMCA QC 3,"(2015) Quality Control Manual: Section 3, Plant Certifications Checklist: Certification of Ready Mixed Concrete Production Facilities",NATIONAL READY MIXED CONCRETE ASSOCIATION (NRMCA)
NRCA 0420,"(2010) Architectural Metal Flashing, Condensation Control and Reroofing",NATIONAL ROOFING CONTRACTORS ASSOCIATION (NRCA)
NRCA 0429,"(2022) The NRCA Roofing Manual:  Architectural Metal Flashing, Condensation and Air Leakage Control and Reroofing",NATIONAL ROOFING CONTRACTORS ASSOCIATION (NRCA)
NRCA 0437,(2017) The NRCA Roofing Manual:  Steep-slope Roof Systems,NATIONAL ROOFING CONTRACTORS ASSOCIATION (NRCA)
NRCA 3621,(2017) Quality Control and Quality-assurance Guidelines for the Application of Membrane Roof Systems,NATIONAL ROOFING CONTRACTORS ASSOCIATION (NRCA)
NRCA 3740,(2005) The NRCA Waterproofing Manual,NATIONAL ROOFING CONTRACTORS ASSOCIATION (NRCA)
NRCA 3767,(2012) NRCA Guidelines for Roof Systems With Rooftop Photovoltaic Components,NATIONAL ROOFING CONTRACTORS ASSOCIATION (NRCA)
NRCA 3906,(2018) NRCA Guidelines for Rooftop-mounted Photovoltaic Systems,NATIONAL ROOFING CONTRACTORS ASSOCIATION (NRCA)
NRCA C3701,(1997) Repair Manual for Low Slope Membrane Roof Systems,NATIONAL ROOFING CONTRACTORS ASSOCIATION (NRCA)
NRCA CONDET,(2014) Construction Details Manual,NATIONAL ROOFING CONTRACTORS ASSOCIATION (NRCA)
NRCA RoofMan,(2020) The NRCA Roofing Manual,NATIONAL ROOFING CONTRACTORS ASSOCIATION (NRCA)
NSTISSAM TEMPEST/2-95,(1995; Am A 2000) RED/BLACK Installation Guidance,NATIONAL SECURITY TELECOMMUNICATIONS AND INFORMATION SYSTEMS SECURITY (NSTISS)
NSTISSI-7003,(1996) Protective Distribution Systems (PDS),NATIONAL SECURITY TELECOMMUNICATIONS AND INFORMATION SYSTEMS SECURITY (NSTISS)
NTMA Info Guide,(2017) Terrazzo Reference Guide,NATIONAL TERRAZZO AND MOSAIC ASSOCIATION (NTMA)
NOFMA Grading Rules,(1999) Official Flooring Grading Rules,NATIONAL WOOD FLOORING ASSOCIATION (NWFA) (formerly NOFMA)
NAVFAC EXWC CR 80.025,(1980) Testing and Evaluation of Attack Resistance and Hardening Retrofits of Marine Barrack Construction Types to Small Arms Multiple Impact Threat,NAVAL FACILITIES ENGINEERING AND EXPEDITIONARY WARFARE CENTER (NAVFAC EXWC)
NFESC UG-2029-ENV,"(1998) Cross-Connection Control and Backflow Prevention Program Implementation at Shore Facilities, User's Guide",NAVAL FACILITIES ENGINEERING AND EXPEDITIONARY WARFARE CENTER (NAVFAC EXWC)
"IHFOM, CH 13, Sec. 3","(2015) Mold Cleanup, Remediation, and Clearance Sampling",NAVY AND MARINE CORPS PUBLIC HEALTH CENTER (NMCPHC)
NY 703-19 E,(2008) Moisture Content of Lightweight Fine Aggregate,NEW YORK STATE DEPARTMENT OF TRANSPORTATION MATERIALS BUREAU (NYSDOT)
NT Build 492,"(1999) Concrete, Mortar and Cement-Based Repair Materials: Chloride Migration Coefficient from Non-Steady-State Migration Experiments",NORDTEST (NT)
NAIMA AH112,(1993) Cleaning Fibrous Glass or Lined Sheet Metal Ducts,NORTH AMERICAN INSULATION MANUFACTURERS ASSOCIATION (NAIMA)
NAIMA AH122,(2006) Cleaning Fibrous Insulated Duct Systems - Recommended Practices,NORTH AMERICAN INSULATION MANUFACTURERS ASSOCIATION (NAIMA)
NAIMA AH127,(1999) Facts About the Impact of Duct Cleaning on Internal Duct Insulation,NORTH AMERICAN INSULATION MANUFACTURERS ASSOCIATION (NAIMA)
AFLP-3747,"(2013; Rev 9) Guide Specifications (Minimum Quality Standards) for Aviation Turbine Fuels (F-24, F-27, F-34, F-35, F-37, F-40 And F-44)",NORTH ATLANTIC TREATY ORGANIZATION (NATO)
NELMA Grading Rules,(2021) Standard Grading Rules for Northeastern Lumber,NORTHEASTERN LUMBER MANUFACTURERS ASSOCIATION (NELMA)
NSF 53A,(2012) Drinking Water Treatment Units - Health Effects,NSF INTERNATIONAL (NSF)
NSF 372,(2022) Drinking Water System Components - Lead Content,NSF INTERNATIONAL (NSF)
NSF Food Equipment,"(2005) NSF Product Listings of Food Equipment and Related Products, Components and Materials",NSF INTERNATIONAL (NSF)
NSF/ANSI 2,(2022) Food Equipment,NSF INTERNATIONAL (NSF)
NSF/ANSI 3,(2021) Commercial Warewashing Equipment,NSF INTERNATIONAL (NSF)
NSF/ANSI 4,"(2022) Commercial Cooking, Rethermalization and Powered Hot Food Holding and Transportation Equipment",NSF INTERNATIONAL (NSF)
NSF/ANSI 6,(2023) Dispensing Freezers,NSF INTERNATIONAL (NSF)
NSF/ANSI 7,(2023) Commercial Refrigerators and Freezers,NSF INTERNATIONAL (NSF)
NSF/ANSI 8,(2023) Commercial Powered Food Preparation Equipment,NSF INTERNATIONAL (NSF)
NSF/ANSI 12,(2023) Automatic Ice Making Equipment,NSF INTERNATIONAL (NSF)
NSF/ANSI 13,(2020) Refuse Processors and Processing Equipment,NSF INTERNATIONAL (NSF)
NSF/ANSI 14,(2023) Plastics Piping System Components and Related Materials,NSF INTERNATIONAL (NSF)
NSF/ANSI 18,(2023) Manual Food and Beverage Dispensing Equipment,NSF INTERNATIONAL (NSF)
NSF/ANSI 20,(2023) Commercial Bulk Milk Dispensing Equipment,NSF INTERNATIONAL (NSF)
NSF/ANSI 21,(2022) Thermoplastic Refuse Containers,NSF INTERNATIONAL (NSF)
NSF/ANSI 25,(2023) Vending Machines for Food and Beverages,NSF INTERNATIONAL (NSF)
NSF/ANSI 29,(2021) Detergent and Chemical Feeders for Commercial Spray-Type Dishwashing Machines,NSF INTERNATIONAL (NSF)
NSF/ANSI 35,(2020) High Pressure Decorative Laminates for Surfacing Food Service Equipment,NSF INTERNATIONAL (NSF)
NSF/ANSI 36,(2012) Dinnerware,NSF INTERNATIONAL (NSF)
NSF/ANSI 37,(2021) Air Curtains for Entranceways in Food and Food Service Establishments,NSF INTERNATIONAL (NSF)
NSF/ANSI 42,(2023) Drinking Water Treatment Units - Aesthetic Effects,NSF INTERNATIONAL (NSF)
NSF/ANSI 51,(2023) Food Equipment Materials,NSF INTERNATIONAL (NSF)
NSF/ANSI 52,(2020) Supplemental Flooring,NSF INTERNATIONAL (NSF)
NSF/ANSI 53,(2019) Drinking Water Treatment Units,NSF INTERNATIONAL (NSF)
NSF/ANSI 55,(2024) Ultraviolet Microbiological Water Treatment Systems,NSF INTERNATIONAL (NSF)
NSF/ANSI 59,(2020) Mobile Food Carts,NSF INTERNATIONAL (NSF)
NSF/ANSI 60,(2022; Addenda 2022) Drinking Water Treatment Chemicals - Health Effects,NSF INTERNATIONAL (NSF)
NSF/ANSI 140,(2019) Sustainability Assessment for Carpet,NSF INTERNATIONAL (NSF)
NSF/ANSI 169,(2023)Special Purpose Food Equipment and Devices,NSF INTERNATIONAL (NSF)
NSF/ANSI 222,(2006e; R 2011) Ozone Generators,NSF INTERNATIONAL (NSF)
NSF/ANSI 372,(2016) Drinking Water System Components - Lead Content,NSF INTERNATIONAL (NSF)
NSF/ANSI 600,(2023) Health Effects Evaluation and Criteria for Chemicals in Drinking Water,NSF INTERNATIONAL (NSF)
NSF/ANSI/CAN 61,(2024) Drinking Water System Components - Health Effects,NSF INTERNATIONAL (NSF)
OPC DA,(Ver 3.0; Errata) OPC Data Access (DA),OPC FOUNDATION (OPC)
ONVIF,(2017) Core Specification Version 17.06,OPEN NETWORK VIDEO INTERFACE FORUM (ONVIF)
OECD Test 203,(1992) Fish Acute Toxicity Test,ORGANISATION FOR ECONOMIC CO-OPERATION AND DEVELOPMENT (OECD)
PHIUS Certified,Certified Data Program for Window Performance,PASSIVE HOUSE INSTITUTE - US (PHIUS)
Passivhaus Certified,(2012) Certification of Passive House Suitable Components,PASSIVE HOUSE INSTITUTE INTERNATIONAL (PHI)
Passivhaus Criteria,(2012) Certification Criteria for Certified Passive House Glazings and Transparent Components,PASSIVE HOUSE INSTITUTE INTERNATIONAL (PHI)
RP900-17,(2017) UST Inspection and Maintenance,PETROLEUM EQUIPMENT INSTITUTE (PEI)
PDCA Specification 103,(2007) Installation Specification for Driven Piles,PILE DRIVING CONTRACTORS ASSOCIATION (PDCA)
NRAES 54,(1992) On-Farm Composting Handbook,PLANT AND LIFE SCIENCES PUBLISHING (PALS)
PPFA Fire Man,(2016) Firestopping: Plastic Pipe in Fire Resistive Construction,PLASTIC PIPE AND FITTINGS ASSOCIATION (PPFA)
PPI Handbook,(2008) PPI Handbook Of PE Pipe,PLASTICS PIPE INSTITUTE (PPI)
PDI G 101,(2010) Testing and Rating Procedure for Hydro Mechanical Grease Interceptors with Appendix of Installation and Maintenance,PLUMBING AND DRAINAGE INSTITUTE (PDI)
PDI WH 201,(2010) Water Hammer Arresters Standard,PLUMBING AND DRAINAGE INSTITUTE (PDI)
PPIC Seismic Restraint,(1982) Guidelines for Seismic Restraints of Mechanical Systems and Plumbing Systems,PLUMBING AND MECHANICAL CONTRACTORS ASSOCIATION (PMCA)
NAPHCC NSPC,(2015) National Standard Plumbing Code Illustrated,PLUMBING-HEATING-COOLING CONTRACTORS ASSOCIATION (PHCC)
ANSI/APSP-16,"(2017) American National Standard for Suction Outlet Fitting Assemblies (SOFA) for Use in Pools, Spas and Hot Tubs",POOL &amp; HOT TUB ALLIANCE (PHTA)
PEI 1001,(1996) Specification for Architectural Porcelain Enamel (ALS-100),PORCELAIN ENAMEL INSTITUTE (PEI)
PEI CG-3,(2005) Color Guide for Architectural Porcelain Enamel,PORCELAIN ENAMEL INSTITUTE (PEI)
PTI DC35.1,(2014) Recommendations for Prestressed Rock and Soil Anchors,POST-TENSIONING INSTITUTE (PTI)
PTI M10.3,(2000) Field Procedures Manual for Unbonded Single Strand Tendons,POST-TENSIONING INSTITUTE (PTI)
PTI M50.3,(2012) Guide Specification for Grouted Post-Tensioning,POST-TENSIONING INSTITUTE (PTI)
PTI M55.1,(2019; Errata 2020) Specification for Grouting of Post-Tensioned Structures,POST-TENSIONING INSTITUTE (PTI)
PTI TAB.1,(2006) Post-Tensioning Manual,POST-TENSIONING INSTITUTE (PTI)
PTI-CRT-20 G1-1015,(2015) Manual for Certification of Plants Producing Unbonded Single Strand Tendons,POST-TENSIONING INSTITUTE (PTI)
PCI BDM,(2011) Precast Prestressed Concrete Bridge Design Manual,PRECAST/PRESTRESSED CONCRETE INSTITUTE (PCI)
PCI JR-382,"(1993) PCI Journal:  Recommended Practice for Design, Manufacture and Installation of Prestressed Concrete Piling",PRECAST/PRESTRESSED CONCRETE INSTITUTE (PCI)
PCI MNL-116,"(2021) Manual for Quality Control for Plants and Production of Structural Precast Concrete Products, 5th Edition",PRECAST/PRESTRESSED CONCRETE INSTITUTE (PCI)
PCI MNL-117,"(2013) Manual for Quality Control for Plants and Production of Architectural Precast Concrete Products, 3rd Edition",PRECAST/PRESTRESSED CONCRETE INSTITUTE (PCI)
PCI MNL-120,"(2021) PCI Design Handbook - Precast and Prestressed Concrete, 8th Edition",PRECAST/PRESTRESSED CONCRETE INSTITUTE (PCI)
PCI MNL-122,"(2007) Architectural Precast Concrete, 3rd Edition",PRECAST/PRESTRESSED CONCRETE INSTITUTE (PCI)
PCI MNL-124,"(2011) Design for Fire Resistance of Precast Prestressed Concrete, Third Edition",PRECAST/PRESTRESSED CONCRETE INSTITUTE (PCI)
PCI MNL-128,"(2001) Recommended Practice for Glass Fiber Reinforced Concrete Panels, 4th Edition",PRECAST/PRESTRESSED CONCRETE INSTITUTE (PCI)
PCI MNL-135,(2000) Tolerance Manual for Precast and Prestressed Concrete Construction,PRECAST/PRESTRESSED CONCRETE INSTITUTE (PCI)
PEFC ST 2002:2013,(2015) PEFC International Standard Chain of Custody of Forest Based Products Requirements,PROGRAMME FOR ENDORSEMENT OF FOREST CERTIFICATION (PEFC)
PSCAA Regulation,"Regulation I, II, and III",PUGET SOUND CLEAN AIR AGENCY (PSCAA)
RIS Grade Use,(2019) California Redwood Lumber Grades and Uses,REDWOOD INSPECTION SERVICE (RIS) OF THE WESTERN WOOD PRODUCTS ASSOCIATION (WWPA)
RCSC A348,(2020) RCSC Specification for Structural Joints Using High-strength Bolts,RESEARCH COUNCIL ON STRUCTURAL CONNECTIONS (RCSC)
FLOORSCORE,FLOORSCORE IAQ Certification,RESILIENT FLOOR COVERING INSTITUTE (RFCI)
RMA IP-1,(2011) Conveyor and Elevator Belt Handbook; 3rd Edition,RUBBER MANUFACTURERS ASSOCIATION (RMA)
RMA IP-2,(2009) Hose Handbook; 8th Edition,RUBBER MANUFACTURERS ASSOCIATION (RMA)
RMA IP-20,"(2007) Specifications for Drives Using Classical V-Belts and Sheaves. Specifications for A, B, C, and D Cross Sections",RUBBER MANUFACTURERS ASSOCIATION (RMA)
RMA IP-22,"(2007) Specifications for Drives Using Narrow V-Belts and Sheaves (Joint RMA/MPTA), 4th Edition",RUBBER MANUFACTURERS ASSOCIATION (RMA)
SAND2007-5036,(2007) Performance Model for Grid-Connected. Photovoltaic Inverters,SANDIA NATIONAL LABORATORIES (SAND)
SCS,SCS Global Services (SCS) Indoor Advantage,SCIENTIFIC CERTIFICATION SYSTEMS (SCS)
SMA 1004,(1987; R 1998) Aluminum Tubular Frame Screens for Windows,SCREEN MANUFACTURERS ASSOCIATION (SMA)
SMA 1201,"(R 2013) Specifications for Insect Screens for Windows, Sliding Doors and Swinging Doors",SCREEN MANUFACTURERS ASSOCIATION (SMA)
ANSI/SMACNA 008,"(2007) IAQ Guidelines for Occupied Buildings Under Construction, 2nd Edition",SHEET METAL AND AIR CONDITIONING CONTRACTORS' NATIONAL ASSOCIATION (SMACNA)
ANSI/SMACNA 014,"(2013) HVAC Systems Commissioning Manual, 2nd Edition",SHEET METAL AND AIR CONDITIONING CONTRACTORS' NATIONAL ASSOCIATION (SMACNA)
SMACNA 1378,"(1995) Thermoplastic Duct (PVC) Construction Manual, 2nd Edition",SHEET METAL AND AIR CONDITIONING CONTRACTORS' NATIONAL ASSOCIATION (SMACNA)
SMACNA 1403,"(2008) Accepted Industry Practice for Industrial Duct Construction, 2nd Edition",SHEET METAL AND AIR CONDITIONING CONTRACTORS' NATIONAL ASSOCIATION (SMACNA)
SMACNA 1520,"(1999) Round Industrial Duct Construction Standards, 3rd Edition",SHEET METAL AND AIR CONDITIONING CONTRACTORS' NATIONAL ASSOCIATION (SMACNA)
SMACNA 1767,"(2001) Kitchen Ventilation Systems &amp; Food Service Equipment Fabrication &amp; Installation Guidelines, 1st Edition",SHEET METAL AND AIR CONDITIONING CONTRACTORS' NATIONAL ASSOCIATION (SMACNA)
SMACNA 1780,"(2023) HVAC Systems - Testing, Adjusting and Balancing, 3rd Edition",SHEET METAL AND AIR CONDITIONING CONTRACTORS' NATIONAL ASSOCIATION (SMACNA)
SMACNA 1793,"(2012) Architectural Sheet Metal Manual, 7th Edition",SHEET METAL AND AIR CONDITIONING CONTRACTORS' NATIONAL ASSOCIATION (SMACNA)
SMACNA 1819,"(2002) Fire, Smoke and Radiation Damper Installation Guide for HVAC Systems, 5th Edition",SHEET METAL AND AIR CONDITIONING CONTRACTORS' NATIONAL ASSOCIATION (SMACNA)
SMACNA 1858,(2004) HVAC Sound And Vibration Manual - First Edition,SHEET METAL AND AIR CONDITIONING CONTRACTORS' NATIONAL ASSOCIATION (SMACNA)
