RID,Title,Org_Acronym,Org_Name,Org_ID,Spec_References
IEC 60255-21-3,"(1993; ED 1.0) Electrical Relays - Part 21: Vibration, Shock, Bump And Seismic Tests On Measuring Relays And Protection Equipment - Section 3: Seismic Tests",IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""26 11 13.00 20"": [""1.1"", ""2.5.4""], ""26 11 14.00 10"": [""1.1"", ""2.15.4""], ""26 37 13"": [""1.3"", ""2.2""]}"
IEC 60255-26,(2023) Measuring relays and protection equipment – Part 26: Electromagnetic compatibility requirements,IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""26 37 13"": [""1.3"", ""2.2""]}"
IEC 60269-1,(2024) Low-Voltage Fuses – Part 1: General Requirements,IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""08 34 16.20"": [""1.1"", ""2.3.6""]}"
IEC 60269-2,(2024) Low-Voltage Fuses – Part 2: Supplementary Requirements for Fuses for Use by Authorized Persons (Fuses Mainly for Industrial Application) – Examples of Standardized Systems of Fuses A to K,IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""08 34 16.20"": [""1.1"", ""2.3.6""]}"
IEC 60309-3,Pin and Sleeve Devices,IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""23 51 43.02 20"": [""1.1"", ""2.3.12""]}"
IEC 60364-1,"(2005) Low-voltage Electrical Installations in Buildings - Part 1: Fundamental Principles, Assessment of General Characteristics, Definitions",IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""08 34 16.20"": [""1.1"", ""2.3.6""]}"
IEC 60364-5,(2009) Low-Voltage Electrical Installations - Part 5-52: Selection and Erection of Electrical Equipment - Wiring Systems,IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""08 34 16.20"": [""1.1"", ""2.3.6""]}"
IEC 60584-1,(2013) Thermocouples - Part 1:  EMF Specifications and Tolerances,IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""40 60 00"": [""1.1"", ""2.4.7.6""]}"
IEC 60601-1,(2012) Medical Electrical Equipment,IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""11 72 13"": [""1.2"", ""2.2.11"", ""2.2.12"", ""2.2.13""]}"
IEC 60601-2-41,(2013) Medical Electrical Equipment – Part 2-41: Particular Requirements for the Basic Safety and Essential Performance of Surgical Luminaires and Luminaires for Diagnosis,IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""26 55 80"": [""1.1"", ""2.1.1""]}"
IEC 60884-1,(2022) PLugs and Socket-Outlets for Household and Similiar Purposes - Part 1: General Requirements,IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""13 34 23.12 10"": [""1.1"", ""2.6.4""]}"
IEC 60947-1,(2020; Corr 1 2024) Low-Voltage Switchgear and Controlgear – Part 1: General Rules,IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""08 34 16.20"": [""1.1"", ""2.3.6""]}"
IEC 60947-2,(2024) Low-Voltage Switchgear and Controlgear – Part 2: Circuit-Breakers,IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""08 34 16.20"": [""1.1"", ""2.3.6""]}"
IEC 60947-3,"(2020; Corr 1 2021) Low-Voltage Switchgear and Controlgear – Part 3: Switches, Disconnectors, Switch-Disconnectors and Fuse-Combination Units",IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""08 34 16.20"": [""1.1"", ""2.3.6""]}"
IEC 60947-4-1,"(2023) Low-voltage Switchgear and Controlgear, Part 4-1: Contactors and Motor Starters - Electromechanical Contactor and Motor Starters",IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""08 34 16.20"": [""1.1"", ""2.3.6""], ""13 34 23.12 10"": [""1.1"", ""2.6.2""], ""26 35 43"": [""1.1"", ""2.1.4.2""], ""26 35 44"": [""1.1"", ""2.1.4.2""]}"
IEC 61000-3-12,(2012) Electromagnetic Compatibility (EMC) - Part 3-12: Limits - Limits for harmonic currents produced by equipment connected to public low-voltage systems with input current &gt;16 A and &lt;/=75 A per phase,IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""26 29 23"": [""1.1"", ""1.3.2.1""]}"
IEC 61000-4-4,(2012) Electromagnetic compatibility (EMC) - Part 4-4: Testing and measurement techniques - Electrical fast transient/burst immunity test,IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""26 37 13"": [""1.3"", ""2.2""]}"
IEC 61000-4-5,(2017) Electromagnetic Compatibility (EMC) - Part 4-5: Testing and Measurement Techniques -  Surge Immunity Test,IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""26 11 13.00 20"": [""1.1"", ""2.5.4""], ""26 27 13.10 30"": [""1.1"", ""2.2.3""], ""34 75 13.13"": [""1.1"", ""2.16.3""]}"
IEC 61000-4-8,(2009) Electromagnetic compatibility (EMC) – Part 4-8: Testing and measurement techniques – Power frequency magnetic field immunity test,IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""26 37 13"": [""1.3"", ""2.2.1""]}"
IEC 61000-6-2,(2021) Electromagnetic compatibility (EMC) - Part 6-2: Generic standards - Immunity standard for industrial environments,IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""26 11 13.00 20"": [""1.1"", ""2.5.3""]}"
IEC 61010,(2021) Overview - Standard for Safety Requirements for Electrical Equipment,IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""26 11 13.00 20"": [""1.1"", ""2.5.4""]}"
IEC 61099,(2010; ED 2.0) Insulating Liquids - Specifications for Unused Synthetic Organic Esters for Electrical Purposes,IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""26 13 00"": [""1.1"", ""2.1.2""]}"
IEC 61131-3,(2013) Programmable Controllers - Part 3:  Programming Languages,IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""26 37 13"": [""1.3"", ""2.2"", ""3.8.2""], ""34 75 13.13"": [""1.1"", ""2.8.5.1""], ""40 60 00"": [""1.1"", ""2.7.1""]}"
IEC 61215,(2005; ED 2.0) Crystalline Silicon Terrestrial Photovoltaic (PV) Modules - Design Qualification and Type Approval,IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""26 31 00"": [""1.1"", ""2.2""], ""48 14 00"": [""1.1"", ""2.2.1""]}"
IEC 61400-SER,(2014) Wind Turbine Generator Systems - ALL PARTS,IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""48 15 00"": [""1.1"", ""1.2"", ""2.2"", ""2.2.11.3"", ""2.2.8"", ""2.4"", ""3.10.6""]}"
IEC 61508,(2010) Functional Safety of Electrical/Electronic/Programmable Electronic Safety-Related Systems,IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""21 13 25"": [""1.1"", ""2.14.3""]}"
IEC 61646,(2008; ED 2.0) Thin-Film Terrestrial Photovoltaic (PV) Modules – Design Qualification and Type Approval,IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""26 31 00"": [""1.1"", ""2.2""], ""48 14 00"": [""1.1"", ""2.2.1""]}"
IEC 61730-1,(2023) Photovoltaic (PV) Module Safety Qualification – Part 1: Requirements for Construction,IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""26 31 00"": [""1.1"", ""2.2""]}"
IEC 61800-3,(2022) Adjustable speed electrical power drive systems - Part 3: EMC requirements and specific test methods,IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""26 11 13.00 20"": [""1.1"", ""2.5.3""]}"
IEC 61850,(2021) Communication networks and systems for power utility automation,IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""26 11 13.00 20"": [""1.1"", ""2.2.6.1"", ""2.2.6.2"", ""2.2.6.3"", ""2.2.6.4"", ""2.2.6.5"", ""2.2.6.6"", ""2.5.3""], ""26 37 13"": [""1.3"", ""2.1.3.11"", ""2.1.3.15"", ""2.1.3.8"", ""2.3.9.3"", ""3.12.2""]}"
IEC 61853-1,(2011; ED 1.0) Photovoltaic (Pv) Module Performance Testing and Energy Rating – Part 1: Irradiance and Temperature Performance Measurements and Power Rating,IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""26 31 00"": [""1.1"", ""2.2""]}"
IEC 62053-22,"(2020) Electricity Metering Equipment (A.C.) - Particular Requirements - Part 22: Static Meters for Active Energy (Classes 0,2 S and 0,5 S)",IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""13 34 23.12 10"": [""1.1"", ""2.6.3""], ""26 27 13.10 30"": [""1.1"", ""2.1.1"", ""2.1.5""], ""26 27 14.00 20"": [""1.1"", ""2.1.4""]}"
IEC 62271-100,(2021) High-Voltage Switchgear and Controlgear - Part 100: Alternating-Current Circuit-Breakers,IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""26 13 32"": [""1.1"", ""2.2.2.6""]}"
IEC 62271-102,(2018) High-Voltage Switchgear and Controlgear - Part 102: Alternating-Current Disconnectors and Earthing Switches,IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""26 13 02"": [""1.1"", ""2.1""]}"
IEC 62271-103,(2021) High-Voltage Switchgear and Controlgear – Part 103: Switches for Rated Voltages Above 1 Kv up to and Including 52 Kv,IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""26 13 00"": [""1.1"", ""2.1"", ""2.5.1""], ""26 13 02"": [""1.1"", ""2.1"", ""2.6.1""], ""26 13 32"": [""1.1"", ""2.7.1""]}"
IEC 62271-111,(2019) High Voltage Switchgear And Controlgear - Part 111: Automatic Circuit Reclosers for Alternating Current Systems up to and including 38 kV,IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""26 13 00"": [""1.1"", ""2.1.3.3"", ""2.5.1""], ""26 13 02"": [""1.1"", ""2.1.3.1"", ""2.6.1""], ""26 13 32"": [""1.1"", ""2.7.1""], ""33 71 01"": [""1.1"", ""2.17""]}"
IEC 62446,"(2018) Photovoltaic (PV) Systems - Requirements for Testing, Documentation, and Maintenance - Part 1:  Grid Connected Systems - Documentation, Commissioning Tests and Inspection",IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""26 31 00"": [""1.1"", ""3.10.6""], ""48 14 00"": [""1.1"", ""3.10.6""]}"
IEC ISO 15408,(2022) Information Technology-Security Techniques-Evaluation Criteria for IT Security,IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""41 22 13.15"": [""1.1"", ""2.4.16.1"", ""2.4.16.2""], ""41 22 13.55"": [""1.1"", ""2.4.15.1"", ""2.4.15.2""]}"
IEC TS 62727,(2012; ED 1.0) Photovoltaic Systems – Specifications for Solar Trackers,IEC,INTERNATIONAL ELECTROTECHNICAL COMMISSION,ORG153,"{""26 31 00"": [""1.1"", ""2.8"", ""3.3.3""]}"
IEEE 1,(2000; R 2011) General Principles for Temperature Limits in the Rating of Electric Equipment and for the Evaluation of Electrical Insulation,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""26 32 15"": [""1.1"", ""2.30.2"", ""3.6.1.1""]}"
IEEE 100,(2000; Archived) The Authoritative Dictionary of IEEE Standards Terms,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""26 05 33"": [""1.1"", ""1.3""], ""26 11 16"": [""1.1"", ""1.3""], ""26 13 13"": [""1.1"", ""1.4""], ""26 13 32"": [""1.1"", ""1.4""], ""26 23 00"": [""1.1"", ""1.3""], ""26 24 13"": [""1.1"", ""1.3""], ""26 27 13.10 30"": [""1.1"", ""1.2""], ""26 32 15"": [""1.1"", ""3.6.1.1""], ""26 33 53"": [""1.1"", ""1.2""], ""26 35 43"": [""1.1"", ""1.3""], ""26 35 44"": [""1.1"", ""1.3""], ""26 51 00"": [""1.1"", ""1.3""], ""26 56 00"": [""1.1"", ""1.3""], ""27 10 00"": [""1.1"", ""1.3""], ""33 71 01"": [""1.1"", ""1.3""], ""33 82 00"": [""1.1"", ""1.3""], ""48 15 00"": [""1.1"", ""1.2""]}"
IEEE 1048,(2016) Guide for Protective Grounding of Power Lines,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""01 35 26"": [""1.1"", ""3.8.1""]}"
IEEE 1100,(2005) Emerald Book IEEE Recommended Practice for Powering and Grounding Electronic Equipment,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""33 01 50.31"": [""1.1"", ""2.2.2""], ""33 52 10"": [""1.2"", ""2.1.2""], ""33 52 40"": [""1.2"", ""2.1.2""], ""33 56 10"": [""1.2"", ""2.1.1""], ""33 57 55"": [""1.2"", ""2.3.1""], ""44 41 00"": [""1.1"", ""2.1.1.1.1""], ""48 16 00"": [""1.1"", ""2.4.5""]}"
IEEE 112,(2017) Standard Test Procedure for Polyphase Induction Motors and Generators,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""22 15 19.13 20"": [""1.1"", ""2.2.7"", ""2.2.7.1""], ""22 15 19.19 20"": [""1.1"", ""2.2.7.1""], ""22 16 19.26 20"": [""1.1"", ""2.2.8"", ""2.2.8.1""], ""23 51 43.00 20"": [""1.1"", ""2.10.3.2"", ""2.10.3.5""], ""33 52 43.23"": [""1.1"", ""2.1.7"", ""2.2.5"", ""2.3.7""], ""35 01 41.00 10"": [""1.1"", ""2.8.3""], ""35 20 20"": [""1.1"", ""2.9.1""], ""48 16 00"": [""1.1"", ""2.4.2""]}"
IEEE 114,(2001) Test Procedure for Single-Phase Induction Motors,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""23 51 43.00 20"": [""1.1"", ""2.10.3.5""]}"
IEEE 115,(2019) Guide for Test Procedures for Synchronous Machines:  Part I Acceptance and Performance Testing; Part II Test Procedures and Parameter Determination for Dynamic Analysis,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""26 29 02.00 10"": [""1.1"", ""2.15.2""], ""26 32 15"": [""1.1"", ""2.30.2"", ""3.6.5""]}"
IEEE 1159,(2019) Recommended Practice on Monitoring Electric Power Quality,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""26 35 43"": [""1.1"", ""1.5.8"", ""2.6.2""], ""26 35 44"": [""1.1"", ""1.5.8"", ""2.6.2""]}"
IEEE 120,(2023) Master Test Guide for Electrical Measurements in Power Circuits,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""26 32 15"": [""1.1"", ""2.30.2"", ""3.6.1.1""]}"
IEEE 1202,(2006; R 2012; CORR 1 2012) Flame-Propagation Testing of Wire and Cable,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""26 05 13.00 10"": [""1.1"", ""2.4.1""], ""26 05 19.00 10"": [""1.1"", ""3.3.2.3""]}"
IEEE 1248,(2020) Guide for the Commissioning of Electrical Systems in Hydroelectric Power Plants,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""26 22 00.00 10"": [""1.1"", ""3.4.1""]}"
IEEE 142,(2007; Errata 2014) Recommended Practice for Grounding of Industrial and Commercial Power Systems - IEEE Green Book,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""13 49 20.00 10"": [""1.1"", ""3.10""], ""13 49 21"": [""1.1"", ""3.4""], ""23 09 13"": [""1.3"", ""3.1.15""], ""33 01 50.31"": [""1.1"", ""2.2.2""], ""33 52 10"": [""1.2"", ""2.1.2""], ""33 52 40"": [""1.2"", ""2.1.2""], ""33 56 10"": [""1.2"", ""2.1.1""], ""33 57 55"": [""1.2"", ""2.3.1""], ""34 60 13"": [""1.1"", ""3.2""], ""34 75 13.13"": [""1.1"", ""3.5.2""], ""40 60 00"": [""1.1"", ""3.7.1""], ""44 41 00"": [""1.1"", ""2.1.1.1.1""], ""48 14 00"": [""1.1"", ""2.13""], ""48 15 00"": [""1.1"", ""2.2.10.7""], ""48 16 00"": [""1.1"", ""2.4.5""]}"
IEEE 1547,(2018) Interconnection and Interoperability of Distributed Energy Resources with Associated Electric Power Systems Interfaces,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""26 31 00"": [""1.1"", ""2.1"", ""2.2.3"", ""2.3"", ""3.10"", ""3.9.3""], ""26 37 13"": [""1.15.2"", ""1.2.2"", ""1.3"", ""2.1.3.12"", ""2.1.5.13"", ""2.1.5.19"", ""2.1.5.9""], ""48 14 00"": [""1.1"", ""2.1"", ""2.2.2"", ""3.1.3"", ""3.8""], ""48 15 00"": [""1.1"", ""3.5""]}"
IEEE 1547.1A,(2015) Standard for Conformance Test Procedures for Equipment Interconnecting Distributed Resources with Electric Power Systems -- Amendment 1,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""48 14 00"": [""1.1"", ""3.8""]}"
IEEE 1547A,(2020) Standard for Interconnecting Distributed Resources with Electric Power Systems - Amendment 1,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""48 14 00"": [""1.1"", ""2.3.1""]}"
IEEE 1584,(2018; E 2019) Guide for Performing Arc-Flash Hazard Calculations,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""26 05 73"": [""1.1"", ""3.2.7""], ""26 23 00"": [""1.1"", ""2.2.5""]}"
IEEE 1584.1,(2022) Guide for the Specification of Scope and Deliverable Requirements for an Arc-Flash Hazard Calculation Study,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""26 05 73"": [""1.1"", ""3.2.7"", ""3.2.8""]}"
IEEE 1613,(2023) Environmental and Testing Requirements for Devices with Communications Functions used with Electric Power Apparatus,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""26 11 13.00 20"": [""1.1"", ""2.5.3""], ""26 37 13"": [""1.3"", ""2.2"", ""2.2.1"", ""2.4""]}"
IEEE 18,(2012) Standard for Shunt Power Capacitors,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""33 71 01"": [""1.1"", ""2.20""]}"
IEEE 1815,(2015; CORR 2016) Exchanging Information Between Networks Implementing IEC 61850 and IEEE Std 1815 [Distributed Network Protocol (DNP3)],IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""25 10 10"": [""1.3"", ""2.2.4.5""]}"
IEEE 2030.7,(2017) The Specification of Microgrid Controllers,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""26 37 13"": [""1.15.2"", ""1.3"", ""2.1.15"", ""2.3.8"", ""3.3.1""]}"
IEEE 2030.8,(2008) The Testing of Microgrid Controllers,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""26 37 13"": [""1.11.3"", ""1.15.2"", ""1.3"", ""2.1.15"", ""2.1.3.12"", ""2.1.7"", ""2.3.15.1"", ""2.3.15.2"", ""2.3.8"", ""2.4"", ""3.12.1"", ""3.3.1"", ""3.3.2"", ""3.4""]}"
IEEE 242,(2001; Errata 2003) Recommended Practice for Protection and Coordination of Industrial and Commercial Power Systems - Buff Book,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""26 11 14.00 10"": [""1.1"", ""2.14.4.1""], ""48 14 00"": [""1.1"", ""2.13""], ""48 15 00"": [""1.1"", ""2.2.10.7""]}"
IEEE 299,(2006; R 2012) Standard Method for Measuring the Effectiveness of Electromagnetic Shielding Enclosures,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""08 34 49.00 20"": [""1.1"", ""2.9.5"", ""2.9.5.6"", ""3.5.1.1""], ""08 56 46.10 20"": [""1.1"", ""1.6.1.1"", ""1.6.1.2"", ""3.10.2.1"", ""3.10.2.2""], ""08 56 46.20 20"": [""1.1"", ""1.6.1.1"", ""1.6.1.2"", ""3.9.3.1"", ""3.9.3.2""], ""13 49 20.00 10"": [""1.1"", ""1.3.1.1"", ""2.12"", ""2.7.1"", ""2.9""], ""13 49 21"": [""1.1"", ""3.3.3.1"", ""3.3.3.2"", ""3.3.3.3""]}"
IEEE 3002.2,(2018) Recommended Practice for Conducting Load-Flow Studies and Analysis of Industrial and Commercial Power Systems,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""26 05 73"": [""1.1"", ""3.2.4""]}"
IEEE 3002.3,(2018) Recommended Practice for Conducting Short-Circuit Studies and Analysis of Industrial and Commercial Power Systems,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""26 05 73"": [""1.1"", ""3.2.5""]}"
IEEE 32,"(1972; R 1997) Standard Requirements, Terminology, and Test Procedures for Neutral Grounding Devices",IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""26 11 14.00 10"": [""1.1"", ""2.15.9"", ""2.6.1.3""], ""26 13 13"": [""1.1"", ""2.2.13""], ""26 13 32"": [""1.1"", ""2.2.3.12""]}"
IEEE 383,(2023) Qualifying Electric Cables and Splices for Nuclear Facilities,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""26 05 13.00 10"": [""1.1"", ""2.4.1""]}"
IEEE 386,(2016) Separable Insulated Connector Systems for Power Distribution Systems Rated 2.5 kV through 35 kV,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""26 05 13.00 10"": [""1.1"", ""2.2.6""], ""26 05 33"": [""1.1"", ""2.2.2"", ""2.2.3"", ""2.7.5""], ""26 11 16"": [""1.1"", ""2.2.1.2"", ""2.2.2.2""], ""26 12 19"": [""1.1"", ""2.2.1.1""], ""26 12 21"": [""1.1"", ""2.2.1.1""], ""26 13 00"": [""1.1"", ""2.1.7"", ""2.2""], ""26 13 01"": [""1.1"", ""2.1.6"", ""2.2""], ""26 13 02"": [""1.1"", ""2.1.7"", ""2.2""], ""33 71 02"": [""1.1"", ""2.17"", ""2.6.3""]}"
IEEE 399,(1997) Brown Book IEEE Recommended Practice for Power Systems Analysis,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""26 11 14.00 10"": [""1.1"", ""2.14.4.1""]}"
IEEE 400.2,(2024) Guide for Field Testing of Shielded Power Cable Systems Using Very Low Frequency (VLF),IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""26 05 13.00 10"": [""1.1"", ""3.3""], ""33 71 02"": [""1.1"", ""3.20.1.1""]}"
IEEE 404,"(2012) Standard for Extruded and Laminated Dielectric Shielded Cable Joints Rated 2500 V to 500,000 V",IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""26 05 13.00 10"": [""1.1"", ""2.2.7"", ""3.2.4""], ""26 32 15"": [""1.1"", ""3.6.2.2""], ""33 71 01"": [""1.1"", ""3.6.3""], ""33 71 02"": [""1.1"", ""2.7""]}"
IEEE 43,(2013) Recommended Practice for Testing Insulation Resistance of Rotating Machinery,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""26 29 01.00 10"": [""1.1"", ""3.1.2""], ""26 29 02.00 10"": [""1.1"", ""2.15.2"", ""3.1.2""], ""26 32 15"": [""1.1"", ""2.30.2"", ""3.6.7.2""]}"
IEEE 450,"(2020) Recommended Practice for Maintenance, Testing, and Replacement of Vented Lead-Acid Batteries for Stationary Applications",IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""26 33 53"": [""1.1"", ""3.2.1""]}"
IEEE 48,(2020) Test Procedures and Requirements for Alternating-Current Cable Terminations Used on Shielded Cables Having Laminated Insulation Rated 2.5 kV through 765 kV or Extruded Insulation Rated 2.5 kV through 500 kV,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""26 05 13.00 10"": [""1.1"", ""2.2.8"", ""3.2.4"", ""3.3""], ""26 13 13"": [""1.1"", ""2.2.2.5""], ""26 13 32"": [""1.1"", ""2.2.2.5""], ""26 32 15"": [""1.1"", ""3.6.2.2""], ""33 71 02"": [""1.1"", ""2.6"", ""2.9""]}"
IEEE 484,(2019) Recommended Practice for Installation Design and Implementation of Vented Lead-Acid Batteries for Stationary Applications,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""26 11 14.00 10"": [""1.1"", ""2.9.2.4""], ""26 32 15"": [""1.1"", ""2.26.1""]}"
IEEE 485,(2020) Recommended Practice for Sizing Lead-Acid Batteries for Stationary Applications,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""26 11 14.00 10"": [""1.1"", ""2.9.2.1""], ""26 32 15"": [""1.1"", ""2.26.1""], ""26 33 53"": [""1.1"", ""1.5.1""]}"
IEEE 495,(2007) Guide for Testing Faulted Circuit Indicators,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""26 13 01"": [""1.1"", ""2.5""], ""26 13 02"": [""1.1"", ""2.4""], ""33 71 02"": [""1.1"", ""2.6.3""]}"
IEEE 515,"(2017) Standard for the Testing, Design, Installation, and Maintenance of Electrical Resistance Heat Tracing for Industrial Applications",IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""23 05 15"": [""1.1"", ""2.1"", ""3.11"", ""3.9""]}"
IEEE 519,(2022) Standard for Harmonic Control in Electrical Power Systems,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""08 34 16"": [""1.1"", ""1.3.2.1"", ""2.1.19.3""], ""26 29 23"": [""1.1"", ""1.3.2.1"", ""2.1""], ""26 32 15"": [""1.1"", ""2.16.3""], ""26 35 43"": [""1.1"", ""2.1.4""], ""26 35 44"": [""1.1"", ""2.1.4""], ""48 15 00"": [""1.1"", ""2.2.10"", ""2.2.10.6""]}"
IEEE 525,(2007) Guide for the Design and Installation of Cable Systems in Substations,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""26 11 14.00 10"": [""1.1"", ""2.4.2""]}"
IEEE 602,(2007) Recommended Practice for Electric Systems in Health Care Facilities - White Book,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""26 36 23"": [""1.1"", ""2.1""]}"
IEEE 754,(2008) Floating-Point Arithmetic - IEEE Computer Society,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""25 10 10"": [""1.1.1.4"", ""1.3""]}"
IEEE 80,(2013) Guide for Safety in AC Substation Grounding,IEEE,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,ORG154,"{""26 11 14.00 10"": [""1.1"", ""3.5""], ""48 14 00"": [""1.1"", ""2.13""], ""48 15 00"": [""1.1"", ""2.2.10.7""]}"
